id,nome,data_nascita,nazionalita
1418,Elizabeth Brown,1964-07-02,98
1419,Matthew Davis,1996-04-14,72
1420,Samuel Spencer,1966-06-10,19
1421,Michael Roberts,1962-02-02,90
1422,Andrew Mccoy,1983-10-17,27
1423,Taylor Alvarez,1948-02-07,84
1424,Christopher Garcia,1950-04-18,84
1425,Tiffany Williams,1973-10-19,44
1426,Brandon Gillespie,1962-07-17,45
1427,Kathryn Austin,1984-08-25,86
1428,Brittany Woods,1953-05-31,6
1429,Carly Rodriguez,1982-02-24,91
1430,Anthony Olsen,1950-08-17,42
1431,Katherine Parker,1950-04-11,27
1432,Lisa Armstrong,1955-05-13,96
1433,Mary Stewart,1940-08-28,6
1434,Timothy Reilly,1968-10-26,38
1435,Robin Smith,1986-06-10,40
1436,James Brown,2003-04-24,87
1437,Madison Baxter,1963-12-18,3
1438,Jennifer Klein,1993-06-15,46
1439,Chris Leon,2003-04-23,26
1440,Adrian Rodriguez,1934-10-24,41
1441,Craig White,1972-07-16,18
1442,Kimberly Rhodes,1974-09-08,41
1443,Justin Ramos,1984-07-30,87
1444,Heather Thomas,1990-04-08,25
1445,Jennifer Reed,1994-04-10,3
1446,Cristina Cannon,1993-01-12,77
1447,Eric Rodgers,1978-04-07,1
1448,Jeffrey Mayer,1933-07-23,93
1449,Timothy Molina,1956-02-02,77
1450,Ricky Mckenzie MD,1984-09-17,35
1451,Emily Shaw,1995-02-01,70
1452,Marcus Freeman,2000-12-25,92
1453,Laura Smith,1990-12-03,75
1454,Pamela Kennedy,1933-10-24,67
1455,Timothy Wilkinson,1980-09-24,38
1456,Andrew Sanchez,1939-11-13,65
1457,Dillon Kennedy,1965-12-22,59
1458,Diane Tanner,1953-05-13,0
1459,Joshua Hernandez,2003-09-23,1
1460,Laurie Ramirez,1988-08-31,38
1461,Adam Smith,1968-02-07,15
1462,Alexis Armstrong,1990-03-05,65
1463,Paige Maldonado,1959-07-18,36
1464,Alyssa Wallace,1992-09-26,27
1465,Kristen Clark,1957-03-29,19
1466,Leslie Mcdonald,1932-05-11,57
1467,Natalie Bishop,1981-02-15,93
1468,Natasha Holmes,1948-01-29,6
1469,Sean Miller,1937-01-18,74
1470,Rebecca Flores,1943-05-28,0
1471,Crystal Richards,1982-06-13,90
1472,Lisa Miller,1941-07-07,64
1473,Kayla Rhodes,1956-02-01,17
1474,Brett Davis,1979-05-16,22
1475,Robert Bradford,1972-07-15,76
1476,David Wright,1970-02-18,38
1477,Jennifer Mora,1989-08-13,6
1478,Renee Hernandez,1961-08-03,40
1479,Alan Johnson,1949-06-08,21
1480,Brian Walker,1982-12-18,55
1481,Kara Williams,1965-09-23,32
1482,Samuel Vang,1944-03-08,36
1483,Justin Acosta,1990-05-13,32
1484,Gary Solomon,1932-07-23,94
1485,Christopher Nunez,1998-04-30,64
1486,Christina Anderson,1953-12-19,33
1487,Heather Gutierrez,1995-12-15,30
1488,Lisa Perry,1970-10-26,19
1489,Sara Chambers,2004-05-30,7
1490,Dylan Clark,1968-03-12,3
1491,Jason Russell,1964-04-07,0
1492,David Freeman,1993-01-10,23
1493,Carlos Lewis,1982-10-03,79
1494,Robert Decker,1957-02-04,25
1495,Douglas Young,1989-09-29,15
1496,Suzanne Estrada,1996-01-25,69
1497,Pamela Evans,1987-03-02,84
1498,Cynthia Wood,1952-05-08,91
1499,Andrew Wilson,1955-01-17,90
1500,Shawn Pacheco,1972-06-09,91
1501,Connie Rivera,1990-02-08,71
1502,Adrian Bryant,1936-05-09,13
1503,Jodi Lopez,1966-01-21,92
1504,Christopher Chen,1957-07-05,78
1505,Sydney Figueroa,1981-03-12,2
1506,Mr. Keith Watson,1960-11-04,12
1507,Margaret Oconnor,1991-03-29,63
1508,James Lane,1965-05-28,101
1509,Brandy Fletcher,1996-05-18,37
1510,Wayne Garner,1964-02-29,23
1511,Jasmine Evans,1961-03-14,23
1512,Samuel Figueroa,1940-08-14,2
1513,Tyler Myers,1958-07-17,64
1514,Carol Price,1965-01-20,64
1515,Terry Rivera,1996-01-18,0
1516,Timothy Padilla,1978-06-22,0
1517,Rachel Pineda,1945-04-09,52
1518,Matthew Sullivan,1936-10-04,75
1519,Steven Miller,1983-02-27,36
1520,Marcus Lambert,1950-08-23,13
1521,David Leach,1965-06-03,30
1522,Melissa Harris,2000-11-26,33
1523,Anthony Carpenter,1964-07-11,67
1524,Bryan Price,2003-08-27,10
1525,Caitlin Ferguson,1968-01-25,5
1526,Omar Jones,1991-03-03,11
1527,Susan Perkins,1968-11-05,87
1528,James Baker,1954-03-20,102
1529,Dr. Donna Thompson,1936-09-30,31
1530,Alexandria Long,1950-05-26,19
1531,Mrs. Tamara Lee DDS,1971-04-18,4
1532,Cassandra Weber,1956-09-25,42
1533,Emily Hill,1962-03-08,99
1534,Sarah Davidson,1953-08-27,100
1535,Shawn Hughes,1979-06-11,54
1536,Meghan Santos,1953-10-30,79
1537,Joel Bush,1969-06-13,90
1538,Kylie Santiago,1955-03-17,34
1539,Darryl Sims,1994-06-11,57
1540,Kevin Bailey,1954-06-10,59
1541,Tracy Moore,1947-03-09,69
1542,Raymond Ball,1996-11-06,85
1543,Shelley Nunez,1970-04-03,59
1544,James Lewis,1932-09-16,5
1545,Catherine Carey,1987-01-04,49
1546,Melinda Taylor,1983-02-24,53
1547,Steven Douglas Jr.,1936-03-05,40
1548,Austin Baker,1988-05-18,1
1549,Lisa Strickland,1979-09-01,67
1550,John Perry,1940-12-12,56
1551,Grant Porter,1964-03-31,62
1552,Adam Smith,1973-10-15,45
1553,Noah Robinson,1997-02-23,66
1554,Tony Hughes,1973-01-10,11
1555,Kevin Price,1965-11-12,88
1556,Patricia Mason,1941-12-15,19
1557,Derek Merritt,1971-03-17,21
1558,Jessica Rose,1943-08-01,69
1559,Joshua Martin,1964-12-15,30
1560,Diana Casey,1958-04-03,100
1561,James Zuniga,1957-08-18,32
1562,Zachary Potts,1993-09-03,80
1563,Jonathan Lynch,1972-03-18,7
1564,Dustin Keith PhD,1935-02-17,0
1565,Jonathan Porter,1961-08-17,52
1566,Robert Anderson,1937-02-03,42
1567,Julie Blake,1975-04-07,4
1568,Katherine Dickerson,1982-06-23,28
1569,Matthew Rollins,1963-04-12,24
1570,Jeffrey Vang,1960-09-04,57
1571,Shirley Brooks,1962-04-22,14
1572,Kristina English,1938-06-22,85
1573,Rebecca Peterson,1965-11-01,37
1574,Dawn Johnson,1956-07-31,87
1575,Joel Brown,1954-09-15,74
1576,Kelsey Goodman,1998-01-13,31
1577,Susan Hughes,1959-12-18,59
1578,Joseph Pratt,1994-04-29,25
1579,Jessica Stevens,1941-10-06,81
1580,Jordan Brown,1961-01-29,30
1581,Curtis Tate,1994-04-25,62
1582,Daniel Tucker,1979-06-14,82
1583,Stephanie Rodriguez,1947-03-11,0
1584,Mary Davis,2004-09-17,68
1585,Larry Mitchell,1942-11-01,96
1586,Aaron Smith,1991-03-03,15
1587,Joshua Martin,1996-12-19,10
1588,Christine Bauer,1954-11-06,64
1589,Joshua Fitzpatrick,1983-01-04,65
1590,Tamara Baker,1933-12-10,1
1591,Mikayla Mcbride,1967-06-25,2
1592,Jared Clark,1951-05-08,67
1593,Donna Obrien,1953-07-04,86
1594,Samantha Peterson,1945-12-26,66
1595,David Reyes,1998-03-29,102
1596,Cody Watson,1965-06-14,79
1597,Marie Meyer,1948-08-12,93
1598,Nicholas Jackson,1975-06-29,73
1599,Zachary Lewis,1990-04-06,39
1600,Mary Carson,1952-10-29,66
1601,Elizabeth Hodge,1941-08-27,61
1602,Jeffery Kennedy,1934-06-27,12
1603,Daniel Cooper,2001-10-26,92
1604,Alison Bruce,2003-02-03,52
1605,Tim Davis,1972-04-05,75
1606,Julia Ward,1991-04-14,86
1607,Justin Clark,1941-04-15,38
1608,Stephanie Rivera,1949-08-24,94
1609,Roy Carter,1939-01-31,101
1610,Melinda Lee,1936-10-07,4
1611,Misty Porter,1958-02-08,68
1612,Rhonda Walker,1962-07-02,58
1613,Carolyn White,1957-07-23,103
1614,Susan Ramirez,1977-01-06,65
1615,Joanna Sullivan,2002-11-28,76
1616,Carrie Stevenson,1947-01-01,64
1617,Tracy Tran,1961-02-02,60
1618,Alex Ramirez,1974-12-27,59
1619,Deborah Yang,1971-11-27,52
1620,Kayla Baldwin,1963-11-30,98
1621,Brittney Gibson,1960-04-28,81
1622,Jason Smith MD,1957-11-13,29
1623,Kristine Travis,1969-04-14,61
1624,Michael Cruz,1954-10-24,50
1625,Angela Vega,1981-11-24,7
1626,Matthew Nguyen,1967-02-02,21
1627,Jacob Price,1965-06-03,60
1628,Albert Johnson,1973-04-01,25
1629,Sabrina Sanders,1939-01-31,8
1630,Heather Mills,1967-11-06,68
1631,Tammy Booth,1978-11-27,66
1632,Christina Hayes,2003-04-16,19
1633,Yvonne Hood,1952-09-02,68
1634,Jacqueline Oconnell,1937-05-22,31
1635,Jimmy Moore,1976-12-27,86
1636,William Knox,1994-09-26,66
1637,Patricia Bell,1985-10-16,40
1638,Laura Ward,1957-09-30,0
1639,John Sawyer,1989-07-04,47
1640,Scott Bush,1997-12-06,28
1641,Rebecca Donaldson,1949-12-07,18
1642,Amy Huang,1938-06-08,9
1643,Joshua Robinson,1944-01-16,30
1644,Melissa Espinoza,1975-12-13,52
1645,James Martinez,1978-12-06,32
1646,Patrick Calhoun DDS,1989-02-01,98
1647,Elizabeth Jackson,1979-07-08,25
1648,Donald Mccullough,2001-11-07,55
1649,George Anderson,1989-02-26,98
1650,Lance Hernandez,1974-02-12,82
1651,Richard Booth,1933-06-01,33
1652,Sabrina Keller,1963-07-01,17
1653,Benjamin Thomas,1971-01-08,91
1654,Christopher Atkinson,1979-09-30,91
1655,Mr. Justin Jones,1933-08-02,57
1656,Kendra Wells,1975-06-09,99
1657,Scott Navarro,1972-05-31,10
1658,Eric Thomas,1972-07-05,54
1659,Randy Washington,1942-11-02,42
1660,Donald Wagner,1989-03-21,76
1661,Troy Hall,1973-01-19,36
1662,Shannon Smith,1934-10-15,40
1663,Dr. Ian Robertson DVM,1958-07-08,53
1664,Brian Smith,1982-06-25,47
1665,Jennifer Ramirez,1983-09-11,24
1666,Amy Wilkerson,1994-04-06,56
1667,Jennifer Wall,1948-10-31,34
1668,Jessica Wagner,2001-05-19,3
1669,Jose Williams,1987-01-04,17
1670,Oscar Glenn,1988-04-30,70
1671,Jeff Smith,1994-02-14,38
1672,Mr. James Hamilton DVM,1991-03-17,52
1673,Ann Baker,1946-06-10,11
1674,Kyle Palmer,1999-10-06,86
1675,Katherine Brooks,1996-05-31,93
1676,Zachary Garcia,1996-06-17,46
1677,William Garcia,1975-07-03,12
1678,Cheryl Sullivan,1971-10-28,69
1679,Patrick Castillo,1999-11-29,88
1680,Rebecca Brady,1988-04-08,34
1681,Joe Anderson,1972-12-02,82
1682,Christine Jackson,1940-04-04,30
1683,Jennifer Ball,1969-08-19,0
1684,David Hogan,1974-10-03,99
1685,Barbara Baker,1988-02-24,91
1686,Rebecca Walters,1971-04-13,20
1687,Kathy Hawkins,1986-08-14,12
1688,Robin Smith,1988-02-27,30
1689,Jacob Smith,1983-06-19,73
1690,Tammie Tyler,1971-11-11,64
1691,Alexander Myers,1999-05-10,78
1692,Charles Jefferson,1933-04-17,1
1693,Jeffery Barron,1981-05-11,75
1694,Linda Anderson,1999-08-13,89
1695,Tommy White,1961-03-21,99
1696,Cody Brown,1964-07-05,103
1697,John Rodriguez,1968-01-11,38
1698,Stephanie Baldwin,1944-11-13,18
1699,Angela Sanchez,1989-12-24,69
1700,Heather Martin,1959-01-04,52
1701,Carla Simmons,1967-07-13,54
1702,Jesus Robinson,1976-03-03,43
1703,Kara Howard,1965-08-01,22
1704,Wendy Johnson,1941-05-30,101
1705,Jacqueline Collier,1991-12-11,5
1706,Cody Taylor,1984-12-25,13
1707,Amanda Morgan,1946-12-14,100
1708,Steven Rodriguez,1986-08-12,31
1709,Ronald Huffman,1993-12-11,77
1710,Paul Hall,1971-06-02,82
1711,Andrew Anderson,1955-09-27,31
1712,Justin Moss,1932-07-30,86
1713,Cheryl Nelson,2000-07-22,68
1714,Steven Hill,1977-11-24,61
1715,Gina Gordon,1954-05-04,9
1716,Luis Foster,1942-08-07,66
1717,Kenneth Johnson,1964-04-23,53
1718,Angel Ferguson,1992-01-02,19
1719,Katelyn Lawrence,1993-05-09,84
1720,Mrs. Michelle Clayton MD,1977-09-18,7
1721,Joseph Hoffman,1967-06-05,12
1722,Sheila Mcpherson,1939-04-29,28
1723,Mary Carter,1967-07-29,55
1724,Deborah Huff,1937-07-10,28
1725,Allison Garcia,1987-10-16,57
1726,Shane Howell,1984-12-18,17
1727,John Booker,1996-12-24,78
1728,Nicole Strickland,1948-07-13,9
1729,Lisa Peters,1976-07-06,2
1730,Brenda Williams,2004-02-21,55
1731,Matthew Lee,1963-09-22,4
1732,Eric Cruz,1998-12-22,18
1733,Jessica Lopez,1983-10-09,97
1734,Brooke Smith,1986-05-10,3
1735,Larry Rogers,1984-10-04,2
1736,Michael Powell,1991-04-15,42
1737,Amy Becker,1983-07-23,92
1738,Christopher Brown,1932-06-04,72
1739,Justin Evans,1969-06-30,26
1740,Christian Ford,1947-06-22,74
1741,Tara Luna,1958-03-26,41
1742,Susan Alexander,2000-11-03,8
1743,Jared Dixon,1936-08-06,34
1744,Rachel Torres,1978-08-31,36
1745,Jason Harris,1933-02-13,102
1746,Charles Mckinney,1943-08-20,64
1747,Robin Mitchell,1940-11-20,78
1748,Brandon Frey,1938-06-27,2
1749,Christian Allison,1967-02-01,3
1750,David Mendoza,1977-06-30,7
1751,Sarah Williamson,1952-05-30,28
1752,Diane Banks,1995-03-15,55
1753,Amanda Carter,1942-11-10,100
1754,Anthony Stevens,1985-09-05,88
1755,Jasmine Carney,1934-09-23,15
1756,James Owens,1963-09-02,34
1757,Matthew Allen,1963-10-25,88
1758,Victoria Williams,1998-06-21,90
1759,Alan Frazier,1944-07-03,12
1760,Joel Burns,1934-01-19,61
1761,Matthew Snyder,2002-05-18,14
1762,Julia Cooper,1932-03-28,96
1763,Thomas Lynch,1959-11-08,69
1764,Jeanette Diaz,1969-03-06,85
1765,Mark Johnson,1932-06-27,30
1766,Katrina Fischer,1980-11-28,84
1767,Diana Gilbert,1985-12-03,47
1768,Shawn Peterson,1976-05-13,63
1769,Erin Roberts,1955-03-05,81
1770,Andrea Wong,1952-08-02,15
1771,Roberto Duke,1949-08-07,75
1772,Amy Baker,1997-12-22,72
1773,Edward Mendoza,1942-07-22,83
1774,Ruben Clark,1952-06-06,50
1775,Michael Reese,1986-06-11,45
1776,Jacqueline Sims,2002-10-02,43
1777,Lori Brown,1954-02-06,3
1778,Robert May,1936-09-22,74
1779,Lisa King,1981-08-02,79
1780,Krista Camacho,1996-12-03,12
1781,Leslie Cruz,1992-02-25,34
1782,David Barnes,1971-08-22,24
1783,Darren Guerrero,1971-04-17,39
1784,Andrew Montgomery,1966-03-19,61
1785,Emma Peck,1976-06-25,60
1786,Jerry Woods,2000-01-16,95
1787,Todd Hansen,1982-06-02,9
1788,Lisa Harris,1955-06-30,25
1789,Monica Bennett,1940-08-07,26
1790,Lori Hernandez,1986-04-04,52
1791,James Fernandez,1953-08-13,51
1792,Michael Foley,1970-05-04,23
1793,Gregory Collins,1932-09-26,81
1794,Robin Hamilton,1945-12-07,55
1795,Melinda Orozco,1936-06-08,13
1796,Kendra Gibbs,1973-08-21,2
1797,Christopher Johnson,1984-08-18,26
1798,Johnny Henderson,1945-12-19,93
1799,Pamela Johnson,2002-09-25,17
1800,Jennifer Wagner,1938-12-27,39
1801,Joseph Mcmillan,1963-11-11,3
1802,Robert Quinn,2000-07-26,50
1803,Mary Juarez,2000-04-28,100
1804,Nancy Kelly,1968-08-18,99
1805,Jennifer Young,1941-06-16,71
1806,Michael Burke,1975-07-13,6
1807,Erin Mcclure,1953-05-07,34
1808,Robin Peterson,1973-11-27,55
1809,Christine Faulkner,1939-08-10,44
1810,Steve Johnson,1979-12-08,39
1811,Jessica Harper,1952-02-12,73
1812,Scott Taylor,1979-07-25,62
1813,Ms. Maria Davies,1996-07-23,69
1814,Kenneth Harrington,1940-07-24,35
1815,Lisa Walters,1982-02-07,81
1816,Mr. Thomas Ferguson,1978-01-12,0
1817,Tracey Mullen,1964-02-11,83
1818,Terry Gardner,1992-02-19,39
1819,Scott Johnson,1954-09-13,17
1820,Allison Watkins,1969-04-10,6
1821,Ryan Stout,1975-06-18,13
1822,Dr. Timothy Johnson,2004-02-03,75
1823,Crystal Morales,1970-09-13,26
1824,Deborah Rodriguez,1978-05-17,102
1825,Raymond Mack,2001-04-21,35
1826,John Chen,1981-08-26,6
1827,Micheal Hess,1957-09-30,27
1828,Christina Webb,1989-06-27,67
1829,Jeffrey Caldwell,1939-08-07,47
1830,Kirsten Johnson,1946-11-17,33
1831,Nicholas Lane,2000-08-20,68
1832,Amber Allen,1997-12-30,93
1833,Cynthia Harris,1974-01-10,94
1834,Mr. Xavier Morgan DDS,1964-08-01,82
1835,Manuel Payne,1945-10-08,96
1836,Michelle Fuentes,1950-10-19,103
1837,Tammy Hill,1954-07-27,40
1838,Logan Haynes,1938-01-23,55
1839,Timothy Allen,1994-12-16,56
1840,Ethan Carter,1966-05-03,38
1841,Phillip Berry,1939-07-26,102
1842,Christina Williams,1989-01-22,27
1843,Brianna Morales,1961-04-05,73
1844,Brittany Sanchez,1973-10-09,81
1845,Andrea Bradford,1995-09-08,79
1846,Bryan Burke,1960-09-23,102
1847,Vicki Paul,1982-12-22,89
1848,Anthony Lee,1989-06-12,101
1849,Gregory Jones,1988-10-17,29
1850,Douglas Quinn,1935-11-15,98
1851,Darlene Wood PhD,1997-02-25,60
1852,Mr. Peter Johnson,2002-01-22,38
1853,Debra Snyder,1939-04-16,76
1854,Shelby Hancock,1934-11-17,96
1855,Shaun Montoya,1990-05-01,29
1856,Anna Bates,1949-10-05,38
1857,Laura Vincent,1932-09-16,95
1858,Lori Moore,1979-09-03,99
1859,Sara Tate,1982-03-03,44
1860,Rebecca Mitchell,1951-09-22,47
1861,Jessica Silva,1938-06-14,51
1862,Crystal Adams,1996-04-02,81
1863,Gail Martinez,1954-07-07,54
1864,Dawn Burns,1994-04-28,36
1865,Katie Murillo,1994-01-26,34
1866,Matthew Harvey,1939-02-21,33
1867,Jennifer Wilson,1960-02-03,95
1868,Nicholas Thompson,1976-06-25,91
1869,Cynthia Copeland,1993-04-30,22
1870,Randy Bennett,2002-07-17,58
1871,Samantha Miller,1932-11-07,51
1872,Todd Cruz,1937-01-16,17
1873,Charles Garcia,1977-04-05,90
1874,Sarah Hines,1969-06-23,89
1875,Heather Baker,1969-11-04,13
1876,Jessica Rivers,1939-10-15,88
1877,Jon Wells,1960-07-22,95
1878,Jeffrey Jenkins,1972-06-27,73
1879,Alexandra Beltran,1982-05-18,9
1880,Dr. Justin Bell DDS,1934-11-14,30
1881,Evan Vincent,1975-04-01,13
1882,Susan Marshall,1985-03-01,24
1883,Donna Jones,1965-04-18,4
1884,Katie Holmes,1975-12-27,13
1885,Ryan Stein,1986-03-18,54
1886,Jacqueline Howard,1932-04-24,10
1887,Bryan Henderson,1996-08-28,24
1888,Janet Grant,1997-06-02,76
1889,Michael Nelson,1965-12-04,7
1890,Tracey Ramirez,1951-06-17,69
1891,Ashley Hall,1993-12-04,31
1892,Donald Carter,1987-08-06,84
1893,Jose Smith,1954-03-06,30
1894,Matthew Graham,1996-01-08,59
1895,Stephanie Shaw,1994-07-23,93
1896,Jessica Hill,1988-11-27,64
1897,Elizabeth Martinez,1995-01-17,64
1898,Kara Douglas,1964-11-07,88
1899,Jessica Austin,1936-01-09,10
1900,Francisco Williams,1953-06-27,71
1901,Sarah Garcia,1980-07-21,22
1902,Amanda Robinson,1983-05-25,63
1903,James Nash,1968-08-05,58
1904,Amanda Bradley,1972-07-10,29
1905,Alexander Hill,1988-03-12,66
1906,Cheyenne Simpson,1945-02-11,40
1907,Jillian Miller,1935-05-31,91
1908,Mary Peterson,1950-07-13,62
1909,Denise Johnson,1992-01-28,70
1910,Amber Brown,1960-05-10,72
1911,Gerald Griffin,1995-04-07,78
1912,William Bird,1972-03-18,31
1913,Christopher Ortega,1940-11-08,66
1914,Kristopher Watson,1982-08-06,22
1915,Mr. Steven Rivera,2002-05-19,46
1916,Mary Kim,1962-05-29,58
1917,Cynthia Doyle,1958-08-10,16
1918,Heather Foster,1986-03-16,4
1919,Tracy Adams,1992-03-06,3
1920,Zachary Stevens,2002-09-03,30
1921,Michael Tapia,1970-11-12,34
1922,Samantha Howard,1988-11-25,60
1923,Shannon Flores,1978-12-22,86
1924,Angela Miller,1972-11-28,88
1925,Vanessa Wade,1999-09-21,62
1926,Richard Schneider,1958-05-09,35
1927,Kristen Matthews,1990-07-06,60
1928,Dr. Emily Smith MD,1998-01-20,26
1929,Anthony Wood,1960-08-26,21
1930,Victoria King,1996-06-07,95
1931,Samuel Phillips,1981-02-20,53
1932,Adam Torres,1996-05-14,70
1933,Adam Ward,1972-01-27,21
1934,Kari Wilson,1965-11-06,48
1935,Jennifer Holden,2000-05-29,103
1936,Elizabeth Hogan,1936-11-20,31
1937,Emily Chase,1955-09-18,24
1938,Kayla Williams,1959-02-08,68
1939,Justin James,1997-10-14,39
1940,Amy Mullen,1986-04-26,90
1941,Shelly Thompson,1966-12-12,48
1942,Morgan Peterson,1947-01-30,82
1943,Victoria Elliott MD,1937-03-10,4
1944,Brian Oconnor,2001-10-31,77
1945,Laura Rivera,1976-11-05,39
1946,Erin Chambers,1982-02-25,1
1947,Mr. Andrew Orr DDS,1948-06-26,79
1948,Christopher Garner,1944-03-19,10
1949,Ricky Terrell,1966-07-06,69
1950,Megan Williams,1935-06-17,63
1951,Grace Gilbert,1958-04-14,24
1952,Michael Nelson,1993-11-15,46
1953,Amber Lloyd,1981-06-11,89
1954,Richard Doyle,1962-09-19,20
1955,Michael Wells,1964-02-01,53
1956,Renee Kelly,1992-11-13,29
1957,Susan Harmon,1985-09-29,1
1958,Nichole Mcclure,1974-04-28,33
1959,James Snyder,1972-05-13,64
1960,David Schmidt,1972-11-12,60
1961,Olivia Brown,1998-06-25,87
1962,Matthew Miller,1988-04-26,46
1963,Gloria Jefferson,1933-04-09,32
1964,Andrew Wall,1935-12-06,34
1965,Robert Schwartz,1960-08-18,36
1966,Alicia Ramsey,1933-05-14,50
1967,Adam Wong,1936-09-27,80
1968,Jessica Griffin,1959-09-23,51
1969,Troy Hampton,1933-07-10,58
1970,Leslie Weiss,1993-11-16,15
1971,Nancy Green,1968-05-07,42
1972,Rebecca Carlson,1956-06-11,57
1973,David Fletcher,1963-11-21,5
1974,Autumn Shannon,1970-12-06,45
1975,Daniel Johnson,1935-11-10,10
1976,Stephen Davis,1956-10-24,97
1977,Alicia Thomas,1974-11-04,19
1978,Patricia Compton,1999-11-06,31
1979,Tonya Lawson,1935-12-20,22
1980,Adam Benson,1994-09-30,68
1981,Erica Fowler,1980-12-17,15
1982,Linda Greene,2002-07-08,22
1983,Thomas Green,1958-02-24,20
1984,Julia Christian,1961-06-13,78
1985,Anne Simpson,1943-01-25,63
1986,Kelsey Brewer,1950-03-21,6
1987,Amanda Torres,1966-03-17,41
1988,Brittany Lawrence,1990-07-09,101
1989,Tammy Weber,1970-11-07,34
1990,Jordan Mullen,1939-06-10,44
1991,Christopher Franco,1973-07-11,56
1992,Adrian Smith,1966-04-03,37
1993,Ruth Hayes,1944-04-08,89
1994,Hannah Harris,1980-11-01,7
1995,Robert Deleon,1967-03-31,27
1996,Matthew Miller,1958-05-13,43
1997,Kyle Chang,1940-04-17,65
1998,Kimberly Patterson,1992-09-26,25
1999,Kristen Delgado,1941-04-13,4
2000,Jasmine Bonilla,1936-11-10,10
2001,Madison Wells,1949-02-23,51
2002,Christine Jackson,1968-06-09,12
2003,Miss Jennifer Mejia,1943-02-10,60
2004,Charles Gonzales MD,1946-09-25,48
2005,Adam Coleman,2003-07-09,2
2006,Andrew Andrews Jr.,1945-04-20,33
2007,Robert Bryant,1972-10-31,63
2008,Juan Dennis,1982-03-11,94
2009,Samantha Burch,1960-07-02,28
2010,Maureen Cantrell,1949-12-17,86
2011,Stephen Ortiz,1951-10-02,87
2012,Monica Flowers MD,1973-06-22,21
2013,Patricia Robles,1969-10-09,67
2014,Ian Hernandez,1970-08-21,76
2015,Mathew Villanueva,1978-04-17,85
2016,Donald Buck,1945-09-08,70
2017,Zachary Davis,1962-05-26,85
2018,Jackie Barker,1979-11-23,63
2019,Jeffrey Walker,1935-11-27,86
2020,David Johnson,1955-09-15,66
2021,Mary Coleman,1972-11-01,32
2022,Lisa White,1954-10-11,79
2023,Stacey Haynes,1990-06-15,45
2024,Julia Jensen,2004-01-16,47
2025,Rachel Mooney,1976-02-08,88
2026,Laura Anderson,1986-05-10,19
2027,Paul Meyer,1936-12-05,87
2028,Keith Armstrong,1955-08-06,25
2029,Justin Kaufman,1978-08-07,89
2030,Jody Garcia PhD,1965-01-27,44
2031,Kelly Ochoa,1951-09-14,75
2032,Jennifer Nichols,1932-05-25,19
2033,Cassandra Jackson,1985-10-04,75
2034,Erin Martinez,1978-01-30,75
2035,Mr. David Gallagher,1959-12-02,1
2036,Christopher Reed,1966-03-11,11
2037,Samuel Vaughn,1956-09-11,58
2038,Jeffrey Aguilar,1936-02-03,100
2039,Angela Carroll,1989-04-23,3
2040,Jimmy Huff,1986-02-03,97
2041,Gregory Combs,1997-04-21,58
2042,Joshua Bowen,1996-07-04,53
2043,Matthew Williams,1995-09-27,0
2044,Michelle Fischer,1947-03-09,75
2045,Paula Carlson,1941-09-09,88
2046,Amber Hubbard,2004-11-02,96
2047,Bonnie Cantrell,1940-11-26,86
2048,Robert Carr,1941-12-14,8
2049,Kim Martin,1976-06-01,49
2050,Benjamin Moran,1967-03-18,38
2051,Melanie Schmidt,1973-04-27,81
2052,Matthew Patterson,1974-04-27,52
2053,Dr. Matthew Stein,1998-12-19,43
2054,Tonya White,1942-02-01,64
2055,Matthew Hubbard,1977-09-10,52
2056,John Duran,1947-09-03,35
2057,Michael Wood,2003-11-21,59
2058,Jason Stewart,1956-06-15,63
2059,Stacey Perkins,1948-11-18,31
2060,Sarah Knight,1973-11-22,3
2061,Gregory Morgan,1992-08-02,1
2062,Catherine Gonzalez,1990-02-26,85
2063,Felicia Martinez,1980-01-14,56
2064,William Thomas,1983-09-23,69
2065,Jordan Johnson,1976-10-04,74
2066,Richard Terry,1993-10-26,51
2067,Mary Bruce,1933-10-27,48
2068,Debra Taylor,1967-07-01,1
2069,Jose Nielsen,2004-07-14,89
2070,Jonathan Bush,1994-02-01,31
2071,Joshua Khan,1954-12-19,46
2072,Ashley Baker,1964-02-19,53
2073,Sean Shelton,1966-02-05,55
2074,Kevin Gilmore,1945-05-08,63
2075,Veronica White,1938-02-23,21
2076,Bryan Nelson,1946-09-12,14
2077,Denise Hanson,1946-11-02,101
2078,Mandy Spencer,1998-04-07,93
2079,Julia Parrish,1939-03-01,13
2080,Kristy Alvarez,1955-12-28,68
2081,Robert Yang Jr.,1943-02-17,14
2082,Cory Obrien,1964-12-13,89
2083,Raymond Cooke,1999-10-28,56
2084,Crystal Webster,2004-10-17,84
2085,Bobby Johnston,1980-01-19,60
2086,Erik Cain,1932-05-13,85
2087,Brent Rodriguez,1972-02-03,38
2088,April Wong,1993-09-21,3
2089,Connie Martinez,1965-12-07,18
2090,Amber Palmer,1973-01-09,57
2091,Vincent Molina,1946-02-27,60
2092,Patricia Ayala,1995-10-11,58
2093,Dennis Chang,1960-05-03,87
2094,Austin Moore,1998-06-30,56
2095,Sharon Fisher,1942-06-01,87
2096,John Phillips,1984-09-14,95
2097,Jasmine Brown,1939-09-16,66
